INSTNM,CITY,STABBR,CONTROL,REGION,ADM_RATE,SAT_AVG,PCTPELL,C150_4,RET_FT4,PCTFLOAN,DEBT_MDN,LOAN_EVER,MD_FAMINC,MD_EARN,LOCALE,CCBASIC,CCUGPROF,CCSIZSET,COSTT4,cost_to_earnings,SIZE,SETTING,FTIME,SEL,TRNS
Research College of Nursing,Kansas City,MO,Private for-profit,Plains,0.6757,1145.0,0.1623,0.5143,0.7931,0.404,12500.0,,35169.0,62200.0,City: Large,Special Focus Four-Year: Other Health Professions Schools,"full-time, inclusive, lower transfer-in","very small, primarily nonresidential",,,very small,primarily nonresidential,full-time,inclusive,lower transfer-in
Rockhurst University,Kansas City,MO,Private nonprofit,Plains,0.764,1147.0,0.1351,0.6762,0.8352,0.4799,10750.0,0.9662162162,68040.5,48400.0,City: Large,Master's Colleges & Universities: Larger Programs,"full-time, selective, higher transfer-in","small, primarily residential",35684.0,0.7372727272727273,small,primarily residential,full-time,selective,higher transfer-in
Saint Louis University,Saint Louis,MO,Private nonprofit,Plains,0.7111,1255.0,0.1049,0.732,0.8482,0.3399,14500.0,0.9598651961,70046.5,54900.0,City: Large,Doctoral Universities: High Research Activity,"full-time, more selective, lower transfer-in","large, highly residential",47242.0,0.8605100182149362,large,highly residential,full-time,more selective,lower transfer-in
University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,Private nonprofit,Plains,,,,0.5965,0.9114,,11625.0,,75227.0,126700.0,City: Large,Special Focus Four-Year: Other Health Professions Schools,"full-time, more selective, lower transfer-in","very small, highly residential",,,very small,highly residential,full-time,more selective,lower transfer-in
Southwest Baptist University,Bolivar,MO,Private nonprofit,Plains,0.9233,1065.0,0.3418,0.4722,0.6844,0.5776,10087.5,0.8785625774,39057.5,31400.0,Town: Distant,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","small, highly residential",23696.0,0.7546496815286624,small,highly residential,full-time,inclusive,higher transfer-in
Stephens College,Columbia,MO,Private nonprofit,Plains,0.7204,1035.0,0.2693,0.5217,0.6622,0.6515,11186.5,0.9670932358,50867.0,30900.0,City: Midsize,Master's Colleges & Universities: Small Programs,"full-time, selective, higher transfer-in","very small, highly residential",35910.0,1.162135922330097,very small,highly residential,full-time,selective,higher transfer-in
Southeast Missouri State University,Cape Girardeau,MO,Public,Plains,0.9208,1049.0,0.2576,0.4631,0.7414,0.4744,8250.0,0.8788017379,43230.0,36100.0,City: Small,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","medium, primarily residential",16019.0,0.44373961218836566,medium,primarily residential,full-time,inclusive,higher transfer-in
Missouri State University-Springfield,Springfield,MO,Public,Plains,0.5222,1105.0,0.2612,0.5463,0.7629,0.5247,10704.0,0.9121776504,47484.0,38300.0,City: Midsize,Doctoral/Professional Universities,"full-time, selective, higher transfer-in","large, primarily nonresidential",16348.0,0.4268407310704961,large,primarily nonresidential,full-time,selective,higher transfer-in
Washington University in St Louis,Saint Louis,MO,Private nonprofit,Plains,0.2219,1462.0,0.0541,0.9325,0.9717,0.2245,14106.0,0.9088168802,104464.0,62600.0,Suburb: Large,Doctoral Universities: Very High Research Activity,"full-time, more selective, lower transfer-in","large, highly residential",52464.0,0.8380830670926518,large,highly residential,full-time,more selective,lower transfer-in
Webster University,Saint Louis,MO,Private nonprofit,Plains,0.8277,1093.0,0.2315,0.6587,0.8005,0.6544,11000.0,0.956864564,41492.0,43100.0,Suburb: Large,Master's Colleges & Universities: Larger Programs,"medium full-time, selective, higher transfer-in","medium, primarily residential",32789.0,0.7607656612529002,medium,primarily residential,medium full-time,selective,higher transfer-in
Westminster College,Fulton,MO,Private nonprofit,Plains,0.7795,1113.0,0.194,0.575,0.8279,0.502,12375.0,0.9590163934,62718.0,42100.0,Town: Distant,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","very small, highly residential",27070.0,0.6429928741092636,very small,highly residential,full-time,selective,lower transfer-in
William Jewell College,Liberty,MO,Private nonprofit,Plains,0.5501,1179.0,0.1579,0.6257,0.766,0.6041,14840.0,0.9620938628,64055.5,43400.0,Suburb: Large,Baccalaureate Colleges: Diverse Fields,"full-time, selective, higher transfer-in","very small, highly residential",33630.0,0.7748847926267282,very small,highly residential,full-time,selective,higher transfer-in
William Woods University,Fulton,MO,Private nonprofit,Plains,0.8278,1015.0,0.2431,0.4363,0.7793,0.6181,10500.0,0.9259776536,53770.0,39300.0,Town: Distant,Doctoral/Professional Universities,"full-time, selective, higher transfer-in","small, highly residential",29565.0,0.7522900763358779,small,highly residential,full-time,selective,higher transfer-in
Carroll College,Helena,MT,Private nonprofit,Rocky Mountains,0.7405,1110.0,0.1973,0.645,0.811,0.5451,15687.5,0.9598662207,70958.0,41200.0,Town: Remote,Baccalaureate Colleges: Diverse Fields,"full-time, selective, lower transfer-in","small, highly residential",32344.0,0.7850485436893204,small,highly residential,full-time,selective,lower transfer-in
Montana State University Billings,Billings,MT,Public,Rocky Mountains,0.9966,998.0,0.2985,0.3027,0.6031,0.5283,6250.0,0.8968772694,32424.5,33400.0,City: Midsize,Master's Colleges & Universities: Medium Programs,"medium full-time, inclusive, higher transfer-in","small, primarily nonresidential",16270.0,0.487125748502994,small,primarily nonresidential,medium full-time,inclusive,higher transfer-in
University of Providence,Great Falls,MT,Private nonprofit,Rocky Mountains,,,0.4065,0.2113,0.5536,0.6646,10000.0,0.9229357798,36934.0,30200.0,City: Small,Master's Colleges & Universities: Small Programs,"medium full-time, inclusive, higher transfer-in","very small, primarily residential",31328.0,1.0373509933774834,very small,primarily residential,medium full-time,inclusive,higher transfer-in
Montana Technological University,Butte,MT,Public,Rocky Mountains,0.91,1093.0,0.2544,0.3957,0.7177,0.4196,6072.0,0.8934362934,28276.0,43200.0,Town: Remote,Master's Colleges & Universities: Small Programs,"full-time, selective, lower transfer-in","small, primarily residential",16053.0,0.37159722222222225,small,primarily residential,full-time,selective,lower transfer-in
Montana State University,Bozeman,MT,Public,Rocky Mountains,0.6653,1113.0,0.236,0.4845,0.7223,0.4841,9000.0,0.9320044297,44200.0,39700.0,Town: Remote,Doctoral Universities: Very High Research Activity,"full-time, selective, lower transfer-in","large, primarily residential",16808.0,0.42337531486146096,large,primarily residential,full-time,selective,lower transfer-in
The University of Montana,Missoula,MT,Public,Rocky Mountains,0.9491,1076.0,0.2836,0.4373,0.7332,0.5248,8000.0,0.9254746835,33561.5,34800.0,City: Small,Doctoral Universities: Very High Research Activity,"full-time, selective, higher transfer-in","medium, primarily residential",15988.0,0.4594252873563218,medium,primarily residential,full-time,selective,higher transfer-in
Montana State University-Northern,Havre,MT,Public,Rocky Mountains,0.7716,933.0,0.4745,0.3458,0.6263,0.6206,5556.5,0.8514619883,28233.0,36100.0,Town: Remote,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, primarily residential",16411.0,0.4545983379501385,very small,primarily residential,full-time,inclusive,higher transfer-in
Rocky Mountain College,Billings,MT,Private nonprofit,Rocky Mountains,0.3722,1042.0,0.2907,0.4549,0.598,0.6779,12750.0,0.9468690702,55566.0,41200.0,City: Midsize,Master's Colleges & Universities: Small Programs,"full-time, inclusive, lower transfer-in","very small, highly residential",29214.0,0.7090776699029127,very small,highly residential,full-time,inclusive,lower transfer-in
The University of Montana-Western,Dillon,MT,Public,Rocky Mountains,,,0.3916,0.2622,0.7034,0.6891,7146.0,0.9007194245,41248.0,30300.0,Town: Remote,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","small, primarily residential",13189.0,0.43528052805280526,small,primarily residential,full-time,inclusive,higher transfer-in
Bellevue University,Bellevue,NE,Private nonprofit,Plains,,,0.2813,0.4036,0.3824,0.5786,8020.0,0.9259001161,36811.0,54600.0,Suburb: Large,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","large, primarily nonresidential",9477.0,0.17357142857142857,large,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Clarkson College,Omaha,NE,Private nonprofit,Plains,0.6014,1010.0,0.2188,0.619,0.7692,0.7386,16875.0,0.9746300211,51825.0,51000.0,City: Large,Special Focus Four-Year: Other Health Professions Schools,higher part-time,"very small, primarily nonresidential",21540.0,0.4223529411764706,very small,primarily nonresidential,higher part-time,,
Bryan College of Health Sciences,Lincoln,NE,Private nonprofit,Plains,0.7522,1010.0,0.2446,0.7857,0.96,0.7338,11875.0,,55264.5,53100.0,City: Large,Special Focus Four-Year: Other Health Professions Schools,"medium full-time, selective, higher transfer-in","very small, primarily nonresidential",27535.0,0.5185499058380414,very small,primarily nonresidential,medium full-time,selective,higher transfer-in
Chadron State College,Chadron,NE,Public,Plains,,,0.2706,0.3823,0.6551,0.3829,5500.0,0.8732510288,39781.0,37100.0,Town: Remote,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, higher transfer-in","small, highly residential",12186.0,0.3284636118598383,small,highly residential,full-time,inclusive,higher transfer-in
Concordia University-Nebraska,Seward,NE,Private nonprofit,Plains,0.751,1114.0,0.246,0.6081,0.7619,0.686,12500.0,0.957337884,62700.0,39200.0,Town: Distant,Master's Colleges & Universities: Larger Programs,"full-time, selective, lower transfer-in","small, highly residential",28780.0,0.7341836734693877,small,highly residential,full-time,selective,lower transfer-in
Creighton University,Omaha,NE,Private nonprofit,Plains,0.8182,1197.0,0.1659,0.7471,0.8871,0.8471,13625.0,0.9614325069,75125.0,55300.0,City: Large,Doctoral Universities: High Research Activity,"full-time, selective, lower transfer-in","medium, highly residential",40458.0,0.7316094032549729,medium,highly residential,full-time,selective,lower transfer-in
Doane University,Crete,NE,Private nonprofit,Plains,0.7616,1070.0,0.2964,0.6389,0.7893,0.7595,7500.0,0.9487179487,47319.5,44400.0,Town: Distant,Master's Colleges & Universities: Larger Programs,"full-time, selective, lower transfer-in","small, highly residential",28600.0,0.6441441441441441,small,highly residential,full-time,selective,lower transfer-in
Hastings College,Hastings,NE,Private nonprofit,Plains,0.7432,1088.0,0.2715,0.6183,0.7267,0.7439,13000.0,0.9583975347,64221.0,42600.0,Town: Distant,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, lower transfer-in","very small, highly residential",30284.0,0.7108920187793427,very small,highly residential,full-time,inclusive,lower transfer-in
University of Nebraska at Kearney,Kearney,NE,Public,Plains,0.7651,1050.0,0.2843,0.5919,0.8273,0.6642,8999.0,0.901313003,49628.0,39600.0,Town: Distant,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","medium, highly residential",15862.0,0.40055555555555555,medium,highly residential,full-time,inclusive,higher transfer-in
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,Private nonprofit,Plains,0.3663,1030.0,0.2921,0.8333,0.7333,0.7819,17062.5,0.974522293,47240.0,47800.0,City: Large,Special Focus Four-Year: Other Health Professions Schools,"medium full-time, selective, higher transfer-in","very small, primarily nonresidential",21187.0,0.4432426778242678,very small,primarily nonresidential,medium full-time,selective,higher transfer-in
Midland University,Fremont,NE,Private nonprofit,Plains,0.4847,992.0,0.4667,0.4809,0.6306,0.8025,14687.5,0.9703196347,51692.0,41400.0,Town: Distant,Master's Colleges & Universities: Small Programs,"full-time, inclusive, lower transfer-in","small, highly residential",29802.0,0.7198550724637681,small,highly residential,full-time,inclusive,lower transfer-in
University of Nebraska at Omaha,Omaha,NE,Public,Plains,0.8041,1070.0,0.1697,0.4471,0.7157,0.3829,7000.0,0.8961424332,51697.0,42700.0,City: Large,Doctoral Universities: High Research Activity,"full-time, inclusive, higher transfer-in","large, primarily nonresidential",14403.0,0.33730679156908666,large,primarily nonresidential,full-time,inclusive,higher transfer-in
University of Nebraska Medical Center,Omaha,NE,Public,Plains,,,0.2382,,,1.0,13350.0,0.9625520111,52670.0,63100.0,City: Large,Special Focus Four-Year: Engineering Schools,"full-time, inclusive, higher transfer-in","medium, primarily nonresidential",,,medium,primarily nonresidential,full-time,inclusive,higher transfer-in
Nebraska Wesleyan University,Lincoln,NE,Private nonprofit,Plains,0.8249,1145.0,0.216,0.6619,0.7874,0.6572,15625.0,0.9647326507,64901.0,45100.0,City: Large,Master's Colleges & Universities: Small Programs,"full-time, selective, lower transfer-in","small, highly residential",30600.0,0.6784922394678492,small,highly residential,full-time,selective,lower transfer-in
University of Nebraska-Lincoln,Lincoln,NE,Public,Plains,0.6286,1168.0,0.1666,0.6315,0.8387,0.4804,10000.0,0.9257273093,66215.0,45100.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, selective, lower transfer-in","large, primarily residential",17111.0,0.3794013303769401,large,primarily residential,full-time,selective,lower transfer-in
Peru State College,Peru,NE,Public,Plains,,,0.2653,0.383,0.6316,0.4503,7316.5,0.9002079002,39272.5,36600.0,Rural: Distant,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, higher transfer-in","small, primarily residential",12003.0,0.32795081967213113,small,primarily residential,full-time,inclusive,higher transfer-in
College of Saint Mary,Omaha,NE,Private nonprofit,Plains,0.4235,970.0,0.4933,0.4487,0.6447,0.9492,13750.0,0.9816360601,32000.0,42900.0,City: Large,Master's Colleges & Universities: Medium Programs,"full-time, more selective, higher transfer-in","very small, primarily residential",32689.0,0.761981351981352,very small,primarily residential,full-time,more selective,higher transfer-in
Union College,Lincoln,NE,Private nonprofit,Plains,0.4133,1063.0,0.3191,0.5432,0.6341,0.8019,13625.0,0.9150684932,49709.0,42900.0,City: Large,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",25600.0,0.5967365967365967,very small,highly residential,full-time,inclusive,higher transfer-in
Wayne State College,Wayne,NE,Public,Plains,,,0.3317,0.5017,0.6677,0.6652,7158.5,0.9247058824,51496.5,37800.0,Town: Distant,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, lower transfer-in","medium, highly residential",12700.0,0.335978835978836,medium,highly residential,full-time,inclusive,lower transfer-in
York University,York,NE,Private nonprofit,Plains,0.5992,976.0,0.4293,0.4464,0.5818,0.7702,9175.0,0.962962963,51555.5,34900.0,Town: Remote,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",22500.0,0.6446991404011462,very small,highly residential,full-time,inclusive,higher transfer-in
